Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Start_Date,Tenure_Months,Outstanding_Amount,Status,Credit_Risk
L005242,C10664,Education,82500.0,11.46,2023-07-15,180,64391.1,Active,Low
L005243,C13534,Personal,146700.0,12.23,2024-09-06,24,10276.28,Defaulted,Medium
L005244,C14651,Business,178100.0,8.63,2025-01-03,36,157125.1,Active,Low
L005245,C08619,Education,232200.0,15.19,2023-10-29,24,19040.3,Active,Medium
L005246,C08783,Home,177000.0,15.02,2024-11-30,24,44684.76,Active,Low
L005247,C09415,Personal,78100.0,14.47,2022-07-28,36,61949.66,Active,Low
L005248,C09496,Personal,176000.0,15.42,2024-01-15,180,77667.68,Active,Low
L005249,C07823,Auto,377100.0,15.07,2024-09-15,48,291156.01,Active,Medium
L005250,C13607,Home,333100.0,10.44,2023-03-27,24,180819.76,Active,Medium
L005251,C11728,Education,519000.0,16.13,2025-05-20,24,71168.54,Active,Medium
L005252,C10854,Home,154000.0,16.15,2024-10-03,24,94063.88,Active,Low
L005253,C05884,Education,503600.0,9.52,2023-02-22,48,155687.71,Overdue,Medium
L005254,C01188,Personal,50000.0,16.04,2023-09-02,12,23919.82,Active,Medium
L005255,C14620,Business,132900.0,10.25,2023-11-24,240,88884.81,Active,Low
L005256,C04312,Home,193100.0,7.53,2024-02-28,12,143303.32,Active,Medium
L005257,C12906,Home,203600.0,14.79,2024-11-10,84,102083.37,Active,Low
L005258,C04557,Home,121800.0,14.4,2022-03-04,60,39041.55,Active,Low
L005259,C03768,Home,155400.0,6.72,2024-03-22,12,16071.0,Active,Low
L005260,C12568,Home,99800.0,11.32,2023-04-05,60,45844.83,Active,Low
L005261,C12193,Home,51000.0,11.59,2024-04-11,12,7115.0,Active,Low
L005262,C01658,Home,192100.0,14.25,2025-09-25,36,169974.73,Active,Low
L005263,C07739,Personal,210900.0,11.77,2025-01-16,84,166194.22,Active,Medium
L005264,C07472,Business,92200.0,13.23,2023-11-12,36,44919.34,Active,Medium
L005265,C02053,Personal,203200.0,12.81,2023-01-24,24,113702.36,Active,Low
L005266,C10115,Business,69400.0,14.04,2022-07-14,60,23071.09,Defaulted,Medium
L005267,C03590,Personal,457500.0,9.08,2022-05-27,240,428274.02,Active,Low
L005268,C09265,Home,274300.0,6.74,2025-10-15,60,182209.9,Closed,Low
L005269,C11052,Home,721400.0,7.59,2024-06-19,12,154441.44,Active,Low
L005270,C08220,Home,311300.0,11.79,2024-02-09,12,251503.64,Active,Low
L005271,C07045,Business,198700.0,6.74,2022-08-12,60,18451.18,Active,Low
L005272,C06597,Personal,86000.0,9.61,2025-02-22,60,72997.63,Active,Low
L005273,C01107,Home,86800.0,13.37,2023-06-21,60,61938.49,Active,Low
L005274,C11400,Home,210200.0,9.87,2024-06-21,12,88632.92,Overdue,Low
L005275,C03497,Auto,305900.0,9.82,2023-11-16,48,220869.27,Active,Low
L005276,C03359,Personal,245600.0,13.48,2022-10-20,180,158269.21,Closed,Low
L005277,C08813,Education,128600.0,9.57,2024-08-02,84,13638.83,Active,Low
L005278,C10008,Auto,50000.0,11.8,2024-10-07,240,44568.85,Active,Medium
L005279,C05723,Home,272600.0,14.83,2023-08-17,24,81763.7,Active,Low
L005280,C08001,Home,77400.0,7.68,2025-06-05,60,59487.84,Active,Low
L005281,C11947,Personal,964700.0,9.28,2023-10-05,240,408119.69,Active,Medium
L005282,C06592,Auto,474700.0,11.17,2022-11-08,240,304733.13,Overdue,Low
L005283,C09649,Personal,199800.0,7.5,2022-03-17,24,29859.6,Active,Low
L005284,C12260,Personal,219700.0,14.98,2023-10-21,120,149893.77,Active,Medium
L005285,C10401,Home,105000.0,11.6,2024-06-18,180,23946.19,Active,Medium
L005286,C03603,Personal,129000.0,7.27,2022-01-05,240,13103.71,Closed,Medium
L005287,C03471,Auto,494100.0,7.91,2024-06-30,240,24887.92,Closed,Medium
L005288,C08995,Home,153600.0,10.72,2025-10-16,36,131080.93,Active,Medium
L005289,C01055,Business,258900.0,10.84,2025-07-22,24,123858.89,Defaulted,High
L005290,C07649,Personal,405600.0,10.57,2024-01-21,84,307917.22,Active,Low
L005291,C05761,Business,188400.0,15.77,2023-05-27,60,150501.16,Active,High
L005292,C07141,Education,50000.0,12.29,2024-04-27,84,46760.17,Active,Low
L005293,C06020,Business,160600.0,10.39,2022-11-24,36,151900.57,Active,Medium
L005294,C06462,Auto,164100.0,11.98,2023-01-22,12,37747.03,Active,Low
L005295,C14493,Business,100800.0,12.93,2023-07-29,24,57899.59,Active,Low
L005296,C03582,Personal,50000.0,7.2,2024-11-13,240,29897.33,Closed,Low
L005297,C01454,Personal,213200.0,11.68,2023-04-08,180,98922.09,Active,High
L005298,C12218,Personal,388800.0,12.68,2025-12-31,120,90717.95,Active,Medium
L005299,C01050,Auto,194300.0,7.19,2025-03-26,24,66597.05,Active,Low
L005300,C10847,Home,162100.0,13.19,2025-09-22,240,28260.4,Active,Medium
L005301,C09037,Home,234700.0,7.83,2023-08-29,120,189624.48,Active,Low
L005302,C01824,Home,50000.0,12.63,2022-09-04,180,47347.08,Active,Medium
L005303,C06906,Home,222000.0,6.96,2023-05-21,36,54907.25,Closed,High
L005304,C03973,Home,135700.0,10.46,2022-04-02,240,10473.23,Closed,Low
L005305,C02599,Personal,124000.0,13.15,2022-01-09,84,77704.5,Active,Low
L005306,C02220,Home,702100.0,11.35,2023-11-05,120,71681.49,Closed,Low
L005307,C04119,Personal,55700.0,9.99,2025-07-18,120,40647.97,Active,Medium
L005308,C00106,Auto,194200.0,13.71,2025-01-26,84,54860.37,Active,Medium
L005309,C03526,Personal,92600.0,16.19,2022-10-11,240,19763.34,Active,Low
L005310,C04295,Home,235000.0,14.76,2022-05-15,84,110509.1,Closed,Low
L005311,C13634,Business,66800.0,14.17,2025-04-30,180,27846.48,Active,Low
L005312,C05857,Auto,271500.0,12.9,2025-01-29,240,165107.35,Active,Low
L005313,C12313,Home,65200.0,9.53,2022-05-07,84,50499.37,Closed,Medium
L005314,C07150,Personal,652600.0,13.68,2024-06-23,120,238585.18,Active,Medium
L005315,C04463,Personal,64900.0,7.48,2025-02-01,24,37051.24,Active,Low
L005316,C00854,Personal,201000.0,15.28,2022-09-16,84,47559.11,Active,Low
L005317,C11574,Personal,147200.0,13.2,2023-09-06,60,96509.27,Closed,Medium
L005318,C11094,Home,168300.0,11.11,2022-01-08,36,93171.3,Active,Low
L005319,C00137,Personal,127600.0,9.6,2022-06-25,60,61201.41,Overdue,Low
L005320,C13822,Education,323400.0,14.86,2024-02-23,240,270944.39,Active,Medium
L005321,C02796,Education,50000.0,16.23,2022-08-30,84,24029.35,Active,High
L005322,C04549,Business,86400.0,15.94,2024-11-14,240,29948.61,Active,Medium
L005323,C14679,Home,63200.0,11.01,2023-10-07,48,27504.18,Active,Medium
L005324,C09403,Personal,576000.0,9.14,2023-02-23,24,62538.27,Active,Medium
L005325,C11648,Home,332400.0,7.37,2024-09-06,24,42328.4,Active,Low
L005326,C13088,Auto,53100.0,14.2,2023-10-31,60,18630.75,Closed,Low
L005327,C02948,Home,97300.0,15.97,2024-10-30,12,75786.92,Overdue,Low
L005328,C04008,Auto,625700.0,13.64,2023-09-03,12,257157.28,Active,High
L005329,C11876,Personal,595200.0,12.8,2023-03-12,180,345305.33,Overdue,Low
L005330,C12656,Home,1050500.0,15.18,2024-09-14,180,518422.1,Overdue,Low
L005331,C10417,Personal,228200.0,14.73,2024-01-22,12,38375.36,Closed,Low
L005332,C02438,Personal,68400.0,10.82,2024-12-10,180,25585.08,Active,Low
L005333,C07976,Personal,216600.0,16.17,2025-06-30,180,65380.09,Closed,Medium
L005334,C03403,Home,120800.0,12.3,2022-09-07,12,44325.17,Active,Low
L005335,C13618,Personal,77900.0,15.38,2022-04-17,120,67452.42,Active,Medium
L005336,C04823,Home,436800.0,11.81,2025-10-08,12,216840.91,Active,Low
L005337,C02166,Auto,108200.0,7.49,2024-08-08,48,52500.79,Closed,High
L005338,C04849,Auto,121700.0,9.36,2022-07-26,84,26703.37,Active,Medium
L005339,C01189,Home,847400.0,9.27,2022-07-22,36,709416.89,Active,Low
L005340,C09040,Education,57000.0,9.59,2025-05-08,24,35685.25,Active,Low
L005341,C05195,Auto,306700.0,15.37,2022-07-28,180,109307.5,Closed,Medium
L005342,C00805,Personal,50000.0,8.81,2024-07-26,84,15991.51,Overdue,Low
L005343,C14807,Business,63400.0,13.82,2024-10-24,240,45394.21,Active,Medium
L005344,C02726,Auto,87400.0,10.11,2024-09-05,24,47418.54,Active,Low
L005345,C01281,Auto,405100.0,11.85,2023-10-05,180,129738.64,Active,Medium
L005346,C10477,Home,295000.0,10.09,2024-06-19,60,189743.69,Active,Low
L005347,C10955,Business,57200.0,14.11,2024-11-09,240,11603.84,Active,High
L005348,C11309,Business,127600.0,14.75,2025-06-11,180,50644.02,Closed,High
L005349,C06340,Personal,437600.0,6.87,2024-05-01,60,58140.31,Closed,Low
L005350,C10383,Home,50000.0,7.16,2025-10-10,84,42395.36,Active,Low
L005351,C07865,Home,50000.0,11.41,2022-04-17,84,30320.41,Closed,High
L005352,C02076,Home,246100.0,13.29,2025-05-15,60,144315.75,Closed,Low
L005353,C01752,Home,51200.0,15.02,2025-08-06,180,2933.86,Overdue,High
L005354,C10179,Auto,50000.0,8.9,2025-05-17,180,23892.4,Active,Medium
L005355,C13742,Auto,452200.0,12.51,2023-03-19,84,234988.48,Active,Medium
L005356,C10436,Auto,171100.0,15.54,2023-11-05,60,44882.86,Active,Low
L005357,C05960,Personal,52200.0,11.46,2024-11-26,24,3367.22,Active,Low
L005358,C08418,Home,349200.0,9.85,2022-09-04,120,102688.4,Defaulted,Low
L005359,C10622,Home,185100.0,7.96,2023-01-03,240,169591.07,Active,Low
L005360,C05661,Business,55200.0,14.05,2023-04-02,180,29212.78,Active,Low
L005361,C08198,Home,461300.0,16.41,2025-05-17,60,57869.07,Active,Medium
L005362,C07359,Personal,212100.0,14.09,2024-11-17,240,109547.19,Closed,Medium
L005363,C00442,Home,95300.0,14.4,2023-06-10,180,88554.07,Active,Low
L005364,C05241,Education,158200.0,12.61,2022-10-13,120,88529.23,Active,Medium
L005365,C13157,Auto,262700.0,15.13,2022-08-02,48,193293.64,Active,High
L005366,C02690,Personal,90900.0,7.21,2024-05-14,48,39324.03,Closed,Low
L005367,C13912,Personal,152900.0,7.45,2023-06-08,48,142509.93,Active,Low
L005368,C00247,Business,111000.0,16.04,2022-05-04,84,86285.85,Active,Medium
L005369,C08106,Auto,69300.0,7.58,2025-11-01,48,52957.43,Active,Medium
L005370,C01331,Auto,99200.0,15.2,2022-10-12,36,93928.59,Closed,Low
L005371,C04574,Home,82500.0,7.32,2024-07-22,240,72679.6,Active,Low
L005372,C01048,Home,79300.0,12.52,2022-02-18,60,65338.06,Closed,Low
L005373,C09530,Business,229500.0,7.07,2025-06-06,240,72135.59,Active,Low
L005374,C13050,Education,447900.0,12.33,2023-10-14,48,267546.92,Active,Low
L005375,C06291,Personal,50000.0,15.86,2023-03-20,120,45799.73,Closed,Medium
L005376,C14010,Education,161500.0,16.28,2023-03-28,180,78388.61,Active,High
L005377,C05941,Auto,71800.0,15.88,2022-02-26,24,20978.02,Active,Low
L005378,C05753,Home,437800.0,8.98,2023-03-20,60,355664.06,Active,Low
L005379,C11326,Home,164800.0,9.65,2023-01-09,120,125841.01,Active,Low
L005380,C09767,Business,145100.0,14.0,2025-07-13,120,15831.3,Active,High
L005381,C10338,Personal,370100.0,12.43,2022-02-24,12,57681.46,Active,Medium
L005382,C08664,Education,152700.0,16.2,2023-05-15,180,63281.65,Active,Low
L005383,C13924,Personal,479100.0,12.39,2025-09-19,36,335096.87,Active,Low
L005384,C02735,Education,105600.0,7.89,2025-09-22,240,73586.15,Active,Low
L005385,C11373,Business,232100.0,11.03,2022-02-03,240,157242.61,Active,Medium
L005386,C08707,Home,69700.0,13.15,2024-04-19,180,61675.6,Active,Medium
L005387,C14279,Education,424700.0,14.74,2024-08-03,240,140047.72,Active,Low
L005388,C09801,Auto,747100.0,11.29,2023-10-24,240,297358.13,Defaulted,Medium
L005389,C13365,Home,470400.0,9.82,2024-06-08,48,189942.52,Active,Medium
L005390,C05155,Auto,168500.0,11.54,2025-07-14,48,16038.31,Closed,Medium
L005391,C02618,Personal,72100.0,12.41,2023-06-28,12,19583.6,Active,Medium
L005392,C08503,Auto,333700.0,10.91,2023-05-08,60,75772.76,Active,Low
L005393,C01234,Auto,197100.0,14.96,2022-09-16,12,126109.92,Active,Low
L005394,C05288,Personal,685300.0,8.02,2022-03-10,240,256782.45,Closed,Medium
L005395,C12405,Business,120900.0,8.8,2022-07-07,120,33248.98,Closed,Low
L005396,C08499,Personal,324100.0,10.51,2024-01-18,240,30956.21,Active,Low
L005397,C12406,Auto,412900.0,7.19,2023-02-02,60,39676.87,Active,Medium
L005398,C09182,Home,327200.0,16.37,2025-07-30,180,184146.96,Active,Low
L005399,C02472,Auto,105900.0,12.84,2024-01-19,36,62944.13,Active,Low
L005400,C09126,Personal,111800.0,10.97,2024-04-03,36,72596.65,Overdue,Low
L005401,C08745,Education,50000.0,6.63,2025-10-27,48,26994.93,Active,Low
L005402,C07535,Home,88300.0,11.27,2023-02-27,24,53595.5,Active,High
L005403,C07569,Personal,56500.0,14.08,2023-06-05,60,37076.45,Active,Medium
L005404,C13962,Auto,594600.0,12.5,2025-09-26,240,470017.15,Active,High
L005405,C02582,Home,239900.0,8.78,2024-10-08,60,25609.94,Active,Medium
L005406,C01020,Auto,50000.0,7.84,2023-01-18,60,13008.26,Closed,Medium
L005407,C08645,Education,174500.0,15.52,2025-06-23,180,127713.29,Active,Medium
L005408,C10640,Education,423300.0,7.96,2022-12-26,180,61716.34,Active,Low
L005409,C07140,Home,131600.0,13.59,2024-03-29,12,17520.22,Overdue,Medium
L005410,C03197,Business,251700.0,8.85,2022-09-26,24,32132.14,Active,Low
L005411,C13133,Home,135400.0,11.0,2023-02-23,180,33296.54,Overdue,Medium
L005412,C05424,Business,150500.0,7.26,2025-08-19,180,131473.73,Closed,Low
L005413,C12394,Auto,206400.0,10.35,2022-02-25,36,54014.96,Overdue,Low
L005414,C14011,Auto,335400.0,10.32,2023-01-24,12,122229.67,Closed,High
L005415,C04058,Personal,223500.0,13.96,2025-04-26,60,152079.82,Active,Medium
L005416,C09781,Personal,76200.0,7.41,2024-03-06,60,13528.51,Active,Low
L005417,C08925,Personal,246300.0,12.99,2022-06-04,48,198693.97,Active,Medium
L005418,C13482,Personal,182300.0,14.12,2023-02-06,180,31645.65,Defaulted,Medium
L005419,C05534,Auto,325000.0,10.15,2023-05-27,36,206907.11,Active,Low
L005420,C02214,Business,56300.0,10.09,2022-01-03,36,52943.67,Active,Medium
L005421,C03589,Auto,199100.0,9.65,2022-10-04,120,96982.39,Active,Low
L005422,C05316,Home,78900.0,14.66,2025-12-03,240,43977.84,Active,Low
L005423,C06363,Home,149400.0,12.35,2025-03-02,48,41477.05,Active,Low
L005424,C12689,Home,294500.0,15.87,2025-07-27,240,175202.79,Active,Low
L005425,C13617,Auto,85200.0,16.11,2024-11-10,180,73695.73,Active,Low
L005426,C02359,Home,144300.0,12.69,2025-01-09,120,101271.76,Active,Medium
L005427,C12144,Auto,358100.0,15.25,2024-03-28,240,201136.94,Closed,Low
L005428,C09171,Personal,344300.0,12.77,2025-08-18,120,82436.03,Active,Low
L005429,C05815,Auto,245900.0,6.58,2024-11-25,120,226523.24,Active,Low
L005430,C05435,Home,183900.0,14.18,2022-12-06,12,47406.15,Closed,Low
L005431,C10765,Home,202900.0,8.08,2023-02-11,84,151574.6,Active,Low
L005432,C12823,Home,449000.0,8.69,2023-11-14,24,319436.94,Closed,Medium
L005433,C09986,Business,263800.0,15.86,2022-07-08,240,245203.44,Overdue,Low
L005434,C03098,Education,255900.0,8.25,2022-02-23,24,100266.99,Closed,Medium
L005435,C13854,Home,235200.0,12.22,2022-11-10,84,118740.48,Active,Low
L005436,C09264,Personal,460200.0,10.73,2024-05-03,36,392435.66,Active,Low
L005437,C01158,Home,114500.0,6.51,2024-05-19,12,98778.39,Closed,Low
L005438,C02410,Home,72100.0,10.29,2025-07-24,48,12534.61,Active,High
L005439,C13834,Auto,114400.0,10.42,2023-01-10,120,24325.78,Active,Low
L005440,C14413,Home,91300.0,15.91,2022-11-28,36,57227.5,Closed,Low
L005441,C12612,Home,253600.0,10.91,2023-10-09,24,21392.09,Active,Low
L005442,C05834,Personal,135100.0,6.76,2022-05-06,36,69589.43,Active,Low
L005443,C01418,Home,251900.0,14.13,2025-03-15,24,28332.4,Defaulted,Medium
L005444,C12116,Home,343400.0,12.82,2025-02-11,36,318794.72,Overdue,Low
L005445,C08249,Auto,275700.0,12.77,2022-05-29,60,219070.33,Active,Low
L005446,C10799,Home,103600.0,8.5,2025-02-13,48,27834.9,Active,Low
L005447,C05779,Personal,156100.0,11.11,2023-02-02,84,122035.31,Active,Medium
L005448,C14818,Auto,87900.0,7.41,2024-07-23,48,26669.24,Active,High
L005449,C02942,Home,203800.0,7.14,2025-02-05,36,95440.93,Overdue,Medium
L005450,C10935,Auto,408700.0,14.11,2022-01-04,180,335495.3,Active,Medium
L005451,C00571,Auto,173300.0,11.21,2024-08-24,24,62820.7,Closed,Low
L005452,C02834,Home,353200.0,8.2,2025-06-13,48,310047.54,Active,Low
L005453,C05715,Personal,246000.0,15.0,2023-07-14,12,47744.11,Active,High
L005454,C10346,Auto,67400.0,10.38,2023-05-14,48,36874.57,Active,Low
L005455,C07414,Auto,88400.0,11.75,2023-06-09,12,32672.18,Active,Medium
L005456,C13487,Auto,88300.0,13.99,2022-12-30,84,56489.48,Active,Low
L005457,C08065,Personal,219500.0,11.06,2023-04-01,120,156067.48,Closed,Medium
L005458,C04629,Business,143400.0,13.52,2025-02-20,84,13553.54,Closed,Low
L005459,C09166,Education,98100.0,11.73,2024-10-08,120,72189.28,Overdue,Low
L005460,C04261,Home,50000.0,12.15,2025-02-20,12,41941.95,Closed,Low
L005461,C11311,Personal,429800.0,10.56,2024-03-05,48,358200.44,Active,Medium
L005462,C14729,Home,84000.0,13.17,2022-02-19,12,65204.19,Closed,Medium
L005463,C08229,Home,111300.0,9.12,2025-06-20,60,37963.68,Active,High
L005464,C07203,Home,50000.0,15.76,2025-03-17,84,9630.43,Active,Low
L005465,C06742,Home,50000.0,16.13,2024-12-16,240,42010.44,Active,Low
L005466,C02370,Personal,102200.0,7.43,2025-09-26,12,34146.39,Active,Low
L005467,C00680,Home,532900.0,8.51,2023-03-04,36,314281.26,Active,Low
L005468,C06065,Education,145400.0,11.84,2024-08-23,60,75570.97,Active,High
L005469,C06572,Home,202700.0,12.86,2024-11-15,36,31165.75,Active,Low
L005470,C06206,Personal,170500.0,8.42,2024-11-29,120,103982.41,Defaulted,Low
L005471,C08377,Business,57700.0,8.77,2022-04-22,240,24119.87,Active,Low
L005472,C06126,Education,120700.0,12.26,2024-10-17,24,34119.33,Active,High
L005473,C13075,Business,65100.0,16.31,2023-05-04,36,39444.41,Active,Low
L005474,C04929,Home,383800.0,15.73,2024-12-30,36,361384.74,Active,High
L005475,C04464,Education,135300.0,8.96,2023-01-21,24,78875.72,Closed,Low
L005476,C03975,Home,129100.0,7.79,2025-08-03,240,118715.15,Active,Low
L005477,C09104,Education,704100.0,9.68,2023-07-18,48,42373.44,Active,Low
L005478,C07817,Education,233000.0,9.66,2022-01-03,36,186261.57,Closed,Medium
L005479,C04130,Personal,50000.0,10.17,2022-08-26,240,45936.27,Active,Low
L005480,C11540,Business,192800.0,8.6,2024-04-04,84,175705.2,Overdue,Medium
L005481,C14380,Home,305200.0,14.01,2023-08-27,60,115324.47,Active,Medium
L005482,C07654,Home,132700.0,11.56,2024-10-31,36,107349.85,Active,Low
L005483,C06435,Auto,127700.0,11.06,2022-08-25,84,51309.57,Active,High
L005484,C08237,Personal,76800.0,16.11,2024-12-27,48,16451.31,Active,Medium
L005485,C11811,Auto,69500.0,12.32,2022-03-09,36,49376.69,Active,Medium
L005486,C09723,Auto,384900.0,15.31,2024-04-03,36,263732.22,Active,Low
L005487,C01915,Home,50000.0,10.64,2022-07-06,60,33706.33,Active,Low
L005488,C05410,Personal,127900.0,16.41,2022-09-26,240,104323.52,Active,High
L005489,C00083,Home,641200.0,6.66,2022-09-12,84,605394.89,Active,Low
L005490,C07998,Personal,1446500.0,12.74,2023-05-08,60,332253.45,Active,Medium
L005491,C00235,Home,184600.0,15.84,2024-05-18,120,158940.29,Overdue,High
L005492,C13769,Business,219400.0,14.41,2022-06-12,84,198992.94,Active,Medium
L005493,C03654,Personal,160200.0,12.29,2025-02-14,240,62041.43,Overdue,Medium
L005494,C03739,Business,245300.0,14.31,2024-04-06,180,227881.7,Overdue,Low
L005495,C07338,Home,80700.0,6.88,2024-06-30,84,50222.16,Active,Low
L005496,C12584,Personal,953900.0,15.43,2024-05-05,84,430317.2,Closed,High
L005497,C07606,Home,1149500.0,9.44,2023-04-07,36,606000.16,Closed,Low
L005498,C04725,Business,194200.0,7.9,2025-11-16,240,92014.82,Active,Low
L005499,C02188,Personal,189400.0,9.65,2022-01-11,180,21380.06,Active,Medium
L005500,C04318,Auto,111900.0,9.45,2024-10-23,120,30865.29,Closed,Low
L005501,C01666,Home,50000.0,15.15,2022-01-05,84,19604.81,Closed,Medium
L005502,C01982,Personal,558200.0,15.02,2023-11-19,36,96739.86,Active,Low
L005503,C12130,Auto,167800.0,15.27,2024-12-03,36,98898.68,Active,Medium
L005504,C01160,Personal,179600.0,10.71,2022-01-16,12,166971.78,Overdue,Low
L005505,C13260,Auto,125100.0,13.69,2025-12-01,60,70363.1,Active,Low
L005506,C00412,Personal,102100.0,16.23,2025-11-24,60,36295.86,Active,Low
L005507,C08080,Business,52700.0,15.7,2022-07-03,24,33504.77,Active,Medium
L005508,C04102,Personal,364700.0,15.69,2022-11-02,12,338594.08,Closed,Medium
L005509,C07656,Business,140200.0,10.8,2023-04-12,36,7640.09,Defaulted,Medium
L005510,C03839,Auto,592100.0,12.41,2022-11-04,180,337738.21,Active,Low
L005511,C01635,Education,111300.0,15.52,2024-09-14,60,97137.52,Active,Low
L005512,C12192,Education,118200.0,12.24,2023-01-21,48,65251.81,Active,High
L005513,C08408,Education,50000.0,15.35,2023-08-29,36,29776.11,Closed,Low
L005514,C14902,Personal,65900.0,15.84,2025-06-19,240,32683.87,Closed,Low
L005515,C07477,Home,127800.0,9.05,2023-08-26,84,87917.53,Active,Medium
L005516,C11448,Education,263200.0,11.08,2022-06-22,180,160276.92,Active,Medium
L005517,C07316,Home,160300.0,14.98,2024-06-11,84,111672.16,Closed,Low
L005518,C04639,Personal,165900.0,11.67,2024-01-30,48,101266.95,Active,Medium
L005519,C07573,Business,209300.0,8.67,2025-01-14,120,170927.99,Closed,Low
L005520,C01581,Personal,99200.0,15.42,2024-01-16,48,80688.88,Active,Medium
L005521,C14991,Auto,183900.0,9.92,2023-02-27,180,78618.31,Overdue,Medium
L005522,C11683,Home,283500.0,12.58,2022-09-27,36,84872.49,Active,Low
L005523,C04081,Personal,273000.0,15.65,2023-04-15,36,60448.99,Active,Low
L005524,C14522,Education,190500.0,10.38,2024-08-15,120,142181.32,Active,Low
L005525,C10104,Home,149200.0,6.88,2024-09-07,48,56620.71,Overdue,Medium
L005526,C11439,Education,102100.0,7.65,2022-06-01,12,76799.46,Active,Low
L005527,C07679,Education,132800.0,12.33,2023-01-23,180,48868.52,Closed,Low
L005528,C14730,Business,181800.0,15.47,2022-10-26,12,137069.04,Active,Low
L005529,C11934,Personal,171100.0,12.98,2024-05-12,24,129976.97,Overdue,Low
L005530,C04943,Personal,155800.0,6.95,2022-05-06,24,26966.07,Overdue,Medium
L005531,C12813,Auto,159800.0,9.48,2024-10-16,120,87184.69,Active,Low
L005532,C07310,Home,214600.0,10.36,2025-08-03,60,146372.05,Active,Low
L005533,C04318,Auto,449100.0,13.97,2022-08-15,60,204563.63,Active,Low
L005534,C02726,Business,50400.0,7.14,2023-09-21,180,22289.12,Active,Low
L005535,C05892,Personal,929200.0,15.38,2022-03-16,120,91462.72,Active,Low
L005536,C03011,Home,244200.0,16.27,2024-10-20,120,39917.32,Overdue,Low
L005537,C05594,Personal,210500.0,14.13,2025-02-11,24,58394.59,Closed,Medium
L005538,C07180,Business,255600.0,16.38,2025-06-13,48,171645.58,Active,Low
L005539,C09957,Auto,148000.0,9.81,2023-10-20,120,8044.73,Active,Low
L005540,C11415,Personal,462100.0,8.16,2024-02-14,180,428314.86,Active,Low
L005541,C12303,Personal,558800.0,13.21,2023-05-31,12,529680.82,Active,Low
L005542,C05154,Home,156900.0,15.77,2023-07-31,36,61684.91,Overdue,Low
L005543,C10238,Personal,256100.0,11.41,2024-05-14,180,100274.94,Active,Low
L005544,C06815,Business,50000.0,13.86,2023-12-21,84,9932.79,Overdue,Medium
L005545,C00600,Home,191100.0,14.88,2022-02-13,180,30564.54,Defaulted,Low
L005546,C13369,Home,141900.0,15.18,2022-09-17,180,129854.56,Active,Medium
L005547,C04785,Education,192400.0,12.95,2023-07-13,240,39997.82,Closed,Low
L005548,C14348,Education,265000.0,9.92,2022-10-18,84,147704.72,Active,Low
L005549,C07309,Personal,151800.0,8.21,2025-03-04,36,32106.88,Active,Medium
L005550,C09832,Home,80000.0,7.73,2024-07-18,48,30641.36,Active,Low
L005551,C10283,Business,540500.0,7.77,2025-10-16,120,131546.4,Active,Medium
L005552,C02103,Personal,138500.0,7.77,2024-08-03,60,123659.76,Active,Medium
L005553,C10403,Personal,374000.0,10.21,2025-02-23,36,288312.12,Active,Low
L005554,C14113,Education,218900.0,11.25,2024-05-24,180,50338.07,Active,Medium
L005555,C02076,Education,702400.0,8.87,2022-06-30,180,643448.58,Active,Medium
L005556,C12115,Business,121200.0,11.06,2024-03-24,180,88285.57,Active,Low
L005557,C00505,Personal,170500.0,11.0,2023-02-17,120,37018.54,Closed,Low
L005558,C02314,Education,115200.0,15.82,2025-07-17,84,53027.8,Active,Low
L005559,C04537,Home,245000.0,7.79,2024-02-16,120,64810.41,Active,Low
L005560,C10127,Personal,50000.0,15.01,2022-11-22,240,40604.92,Closed,Low
L005561,C02678,Auto,361900.0,15.62,2022-10-13,180,340577.26,Closed,Low
L005562,C02199,Auto,194800.0,11.16,2024-04-11,48,91724.08,Active,Low
L005563,C12632,Business,186800.0,11.11,2023-10-25,36,172467.47,Closed,Medium
L005564,C10657,Personal,50000.0,9.58,2023-01-09,12,37863.03,Overdue,Medium
L005565,C03589,Home,144400.0,12.89,2023-04-28,180,69184.41,Active,Low
L005566,C00862,Education,50000.0,12.55,2024-09-21,36,8310.01,Active,Low
L005567,C10578,Personal,160900.0,12.21,2023-10-24,240,37530.43,Active,Low
L005568,C12620,Business,249800.0,7.54,2024-12-05,240,56766.91,Active,Medium
L005569,C01854,Home,244400.0,7.42,2024-04-12,180,146215.02,Active,Low
L005570,C00823,Personal,415300.0,14.13,2024-03-18,84,52161.71,Active,High
L005571,C02802,Home,337300.0,12.28,2023-07-15,84,182630.91,Overdue,Low
L005572,C13038,Personal,115100.0,12.64,2024-06-21,48,7323.3,Active,Medium
L005573,C14058,Personal,223100.0,12.02,2023-09-06,240,84274.68,Closed,Low
L005574,C00650,Education,94500.0,8.35,2022-10-02,36,73129.49,Active,Low
L005575,C03672,Home,118600.0,13.99,2024-07-13,60,16028.35,Overdue,Low
L005576,C11503,Home,793900.0,15.98,2022-10-23,240,375148.23,Defaulted,Medium
L005577,C12652,Personal,465000.0,10.41,2022-10-12,240,360439.6,Closed,Low
L005578,C09738,Personal,245700.0,9.82,2024-05-22,12,65952.08,Closed,Low
L005579,C14977,Auto,337300.0,11.5,2023-09-05,60,32290.65,Overdue,Low
